Author	POB
Arnoud Wils	
Kees van der Waerden	
Els Andringa	
Walter Schönau	
Sjef Barbiers	
Leonie Cornips	
Margreet den Buurman	
Casper de Groot	
Ido Weijers	
Annelies Schulte Nordholt	
Marjolijn Verspoor	
Louise Cornelis	
Ute Langner	
Paul Hadermann	
Kees Snoek	Dordrecht
Fred Weerman	
Matthijs Bakker	
Ad Foolen	
J.D.F. van Halsema	
Henk Haverkate	
Edmond van Offel	Antwerpen
Jeannette Nijhuis	Doetinchem
A.M. Nachenius-Roegholt	Leeuwarden
Frans Hulleman	Amsterdam
Marie Heijermans-Peers	
H.A. van Daalhoff	
J.B. Schepers	Heerenveen
Bé Stolk	
Frits Leonhard	Amsterdam
R.A. Hugenholtz	
René de Clercq	Deerlijk
Alfred Boysen	
Henri Dekking	Rotterdam
David Moolenaar	
Leo Meert	Sint-Niklaas
Daan van der Zee	Schiedam
Suze la Chapelle-Roobol	Den Haag
Trabadoeli	
Willem Graadt van Roggen	Nijmegen
Carry van Bruggen	Smilde
E. Bergsma	
J.F. van Hees	
J. van der Burg-Hora Adema	
L.S. Hijlsma	
Fokko Bos	
J. van der Pant jr.	
Suze La Chapelle-Roobol	Den Haag
J.N. Pattist	
Jan F.E. Celliers	Wellington
Émile Verhaeren	Sint-Amands
Leonce du Catillon	
Jan Fabricius	Assen
Johannes Couperus	
Willem Frederik Schürmann	Rotterdam
Pauline le Roux	
Theocritus	
Albertine de Haas	
Robert de Hooghe	
Jules Bernard Schürmann	
Franz Michael Krings	Duitsland
Hendrik van der Wal	
Pieter van der Meer	Delft
Piet van Assche	
Dora Janssen	
Josef Cohen	Deventer
Jelte Nicolaas van der Ley	Haarlem
H.F. Wirth	Utrecht
Willem Caland	Brielle
Else Osten	
Albertine Draaijer-de Haas	Middelburg
Anna Elisabeth Buma	Ysbrechtum
R.L. Stevenson	Edinburgh
Henri H. van Calker	Waalwijk
Lita de Ranitz	Den Haag
Heinrich Petermeyer	
Balthazar Verhagen	Amsterdam
Henricus	
Adriaan van Slooten	
André de Ridder	Antwerpen
Gust van Roosbroeck	Antwerpen
Karel Antoon Casteels	
Janito Benavente y Martinez	Madrid
Herman van Puymbrouck	Antwerpen
Johan van Wageningen	
Remko ter Laan	Sluis
H. van Raalte-Simons	
Maryot	
Gabriële Violanti	
Anne Hallema	Tzum
Jos Janssen	Klerken
J. de Jong	
J.W. van Cittert	
Prosper Mérimée	
Bernard Canter	Utrecht
Carlo Goldini	
M.H. Werkman	
F.H. Fischer	Amsterdam
Johann Wolfgang von Goethe	Frankfurt am Main
D.A. Zoethout	
Hendrik C. Diferee	Amsterdam
Joseph O. Kronig	
Mies Kievits	Amsterdam
A.E. van den Tol	
Amélie de Man	
Marie de Rovanno	
P. Bierens de Haan	
Johan Gustaaf Danser	Kralingen
H.J. de Marez Oyens	Amsterdam
Herman Wolf	
A.G. van Kranendonk	Delft
Jeanne van Son-Willing	
Rhoda	
Jet Luber	Bussum
Ernst Groenevelt	Amsterdam
Charles van Iersel	Amsterdam
E.H. Teissen	
C.P. van der Weide	
J.L.M. Lauweriks	
Nella Moltzer	
Nelly M. Burgers	
C. Krak	
Fritz Smit Kleine	Haarlem
F.J. de Holl	
A. Moresco	Amsterdam
W.M. Ebbink	
Valborg Isaachsen-Dudok van Heel	
C. de Leeuw-Schönberg	
Rinke Tolman	Oosterzee
Jan Strobbe	
J. Saks	Grootschermer
Henriette Barbe	Rotterdam
W. Boschman	
A.A. Bosschart	Paramaribo
M.E. Klinkhamer-van Hoytema	
W. de Rijke	
H.S. Keuls jr.	
Heinrich von Kleist	
M.L.A. Barnardiston-Van Riemsdijk	
M.H.J. Schoenmaekers	Maastricht
W. Reich	
Jos Jansen	
Carla van Lidth de Jeude	
David de Jong	Amsterdam
Eduard van Collem	Amsterdam
Nanny Speyer	
Laura Olivier	
Georges Eekhoud	Antwerpen
M.D. Henkel	
Willem Johannes Steenhoff	Utrecht
W. Haanstra	
Alfred de Vigny	
J.C. Bruijn	
Alie Smeding	Enkhuizen
C. de Dood	
Maxim Gorki	
J.N. Jacobsen Jensen	
Herman Menagé Challa	
Ludvig Holberg	
H. Lievegoed	
Juul Roggeveen	
Henriette Geerling	
Jan Grégoire	Maastricht
D.H. Lawrence	Eastwood (Nottinghamshire)
H. Korteling	Deventer
Thomas Raucat	Parijs
Johan Schmidt	
G. de Bruijn	
Wouter Hutschenruyter	
H.W. van Loon	Rotterdam
J. Nienhuis	Delft
J.P. Zoomers-Vermeer	Rheden
Sidonie Gabrielle Colette	Saint-Saveur
Eva Raedt-de Canter	Breda
Taï Aagen-Moro	Amsterdam
Hermance Farensbach	
Annelies van Cauwelaert	
Juul Horn	
Ernst S. Willartz	
Marja Stevens	
Albert van Waasdijk	
Con Schröders	Amsterdam
N. de Praetere	
Willem Enzinck	Apeldoorn
Frans Harmen Kiveron	Soerakarta
A.H. Unger	
Friedrich Hölderlin	
J.A. van der Made	
Nico de Haas	Amsterdam
Frans Hannema	
Ferdinand Vercnocke	Oostende
Sjoerd de Vries	
Jan Redam	
Steven Barends	
Hendrik Lindt	
George Kettmann jr.	Amsterdam
Ben Moritz	
Henri Bruning	Amsterdam
Sybren Modderman	
Karin Moen	
Rudolf Steinmetz	
S.G. de Vries	Leiden
Louis D. Petit	Amsterdam
G.J.W. Koolemans Beijnen	Den Haag
J. Verdam	Amsterdam
Gerardus Johannes van der Hoeve	Gendringen
T. Zaaijer	Dirksland
J.M. Nuyts	
J.E. Banck	Soerabaya
Jan Frederik Willem Conrad	Maastricht
T.C. van der Kulk	Ridderkerk
W.R. Veder	
J. Herderscheê	Kamperveen
W.H. Stenfert Kroese	
H.J. de Dompierre de Chaufepié	Amsterdam
François van Veerdeghem	
B. van Meer	
Johan Adriaan Feith	Groningen
J.W.M. Schorer	Middelburg
Corneille L. Landré	Utrecht
Carel Eduard Daniëls	Hillegom
J. Jelgerhuis Swildens	Leeuwarden
J.G. Nijk	
Thomas Nolen	Rotterdam
P.J. Muller	
E.N. Rahusen	
Godschalk Horatius van Borssum Waalkes	Ysbrechtum
Wilco Julius van Welderen Baron Rengers	Leeuwarden
O.J.H. van Limburg Stirum	Utrecht
Jacob Cornelis van Slee	Hillegom
M.A. Gooszen	Eibergen
P. Feenstra jr.	
J.G.C. Joosting	Purmerend
J.T. Cremer	
J.J. Tavenraat	Kleef
Willem Polman Kruseman	Middelburg
Jan te Winkel	Winkel
G.H. Leignes Bakhoven	Utrecht
F.B. Löhnis	Rotterdam
J.M.L. Keuller	
Rijke de Wolf	
J.S. van Veen	
L.H. Slotemaker	Maassluis
R.A. van Sandick	
Thérèse Hoven	Den Haag
J.E. Heeres	Zuidhorn
Johannes de Hullu	Cadzand
Tj. Kielstra	Bolsward
Ludolf Willem Bakhuizen van den Brink	
Ernst Wilhelm Moes	Amsterdam
Frederik Pijper	Hoogwoud
W.A. Arriëns	
F.A. van den Heuvel	
J. Baart de la Faille	
J.H.W. Leliman	
W.W. van der Meulen	Leeuwarden
Is. van Dijk	Dussen
Hotse Brongersma	
R.W.P. de Vries	
L.J.J. Hageraats	
J.C. Vollgraff	Den Haag
J.C.G. Jonker	
A.P.Th. Eyssell	Den Haag
P.J.F. du Bois	
M.Th. Houtsma	
H.J. Calkoen	Sint Maarten
Jacob Domela Nieuwenhuis	Monnickendam
Y.H. Rogge	
Daniel de Swaef	Middelburg
L.J. Sicking	
D.A. van Heyst	
C.H. van Rhijn	Delft
Philip Christiaan Molhuyzen	Maastricht
J.C. Jansen	
Alexander Frederik de Savornin Lohman	Groningen
A.O. van Kerkwijk	
Willem Draaijer	Deventer
Eppe Wiersum	Uithuizen
J.P. Lotsy	
S. Cramer	Middelburg
H. Rogaar	
E.C. Godée Molsbergen	Utrecht
J.H. Abendanon	Paramaribo
Jan C. de Vos	Den Haag
F. van Gheel Gildemeester	
Seerp Gratama	Groningen
G. Fuldauer	
J. van Kuyk	
S.P. Haak	
A.F.O. Sasse van Ysselt	Waalwijk
D.A. van Waalwijk	
Johanna Snellen	Delft
G.E.W. van Hille	Zaandam
E.J. van der Brugh	
G.D.A. Jonckbloet	Eindhoven
R. van der Meulen Rz.	
Th. Morren	Utrecht
Hendrik Blink	De Wijk
Charles René Bakhuizen van den Brink	Elsene
P. Albers S.J.	
Marinus Willem de Visser	Stavenisse
B.J.F. Varenhorst	
H.J. Romeijn	
Joseph van Wely, O.P.	
F.J. Kruitwagen	Rotterdam
Martinus Beversluis	
E.A.A. van Heekeren	
E. Zuidema	
H.H. Juynboll	
Vincent Loosjes	Amsterdam
Ant. Averkamp	Cabauw
Joh. A. Leopold	Groningen
Reinier van der Meulen Rz.	Rotterdam
Jos. Jacobson	
Jan Kalff Jr.	
Frederic Adolph Hoefer	Sittard
J.H. Leopold	's-Hertogenbosch
M.G. Wildeman	
Th.P.H. van Aalst	
C.W.A. van Haersolte van den Doorn	
H.M. van Nes	Oostvoorne
Willem Vogelsang	
Klaas Uilkema	Grouw
L.W.A.M. Lasonder	Middelburg
E.T. Kuiper	Zwolle
Jan Leendert van Dalen	Dirksland
J.G.L. Nolst Trenité	
G.F. de Bruyn Kops	Haarlem
E.M. Meijers	Den Helder
Adriaan Beets	Utrecht
A.C.S. de Koe	Utrecht
E.C. van Leersum	Utrecht
H. Colijn	Burgerveen
A.J. Servaas van Rooijen	Utrecht
Maarten van Rhijn	Groningen
Valentijn Hepp	
J.J. van Hille	
A.A. Kok	Dordrecht
H.D.H. Bosboom	
W.J.M. Mulder	Amsterdam
C.J.K. van Aalst	
Johannes Henricus Scholten	Vleuten
W.J.J.C. Bijleveld	
M.A. Evelein	
J.C. van der Loos	
J.W. Bierma	
J.R. Callenbach	
F. van Hoeck	
J.C. Breen	Amsterdam
W. van Schothorst	Lunteren
Albert Eekhof	Steenwijk
Willem Gerard van der Tak	Den Haag
J.H. Garms jr.	
H.E. Knappert	
Frans Drion	Den Haag
Jacobus Heinsius	Amsterdam
R.W. Zandvoort	Avenhorn
Hendrik Bolkestein	
G. van Hoorn	
J.P. van Lonkhuijzen	
M.H.A. van der Valk	
Jo van Ham	Middelburg
J.S. Bartstra	Westerbork
Dirk Drijver	
Pieter Rink	
J.H. Kern	Leiden
H.T. Damsté	Huisduinen
A.A. van Rijnbach	Delft
Edward John Voûte	
S. Sybenga	
D. Plooij	
J.E. Kroon	Leiden
S.W.F. Margadant	Den Haag
Gillis André de la Porte	Boxtel
A. Goslinga	Bolsward
Johan Christoffel Ramaer	Zutphen
J.C. van Oven	Dordrecht
Dirk Herderschêe	
L.H.J. Lamberts Hurrelbrinck	Pasoeroean (Java)
J.P. van der Stok	
G.A. Wumkes	Joure
H.P. Berdenis van Berlekom	Heerlen
P.L. Tack	
A.S. de Blécourt	Appingedam
F.W. Stapel	Den Haag
J.E. Stokvis	Den Haag
M.A. van Andel	Gorinchem
Pieter Fijn van Draat	Deventer
Joh. F. Snelleman	
P.J. de Kanter	Gouda
V.H. Rutgers	Hertogenbosch
Jacobus Henneman	Alkmaar
G. Karsten	Zwaag
F.C. Wieder	Mijnsheerenland
M.E. Houck	Deventer
P.J.M. van Gils	Waalwijk
Caspert van Son	Dordrecht
Augusta Peaux	Simonshaven
J.H. Kuyper	
Jacobus Funke	Amsterdam
Marie C. van Zeggelen	Den Haag
Adolph Staring	Dordrecht
Th. van Rheineck Leyssius	Medan
J.P. Kleiweg de Zwaan	
Edgard Blancquaert	Opdorp
J.E. van der Laan	
Etsko Kruisinga	Leens
Johannes Berg	Sappemeer
J.J. de Gelder	
Bastiaan Adriaan Pieter van Dam	
J.H. van Lessen	Groningen
A.L. van Beeck	Baarle-Nassau
Johanna Dorina Hintzen	Vlissingen
Christine Mohrmann	Groningen
H.F. Wijnman	
Helbertine Anna Cornelia Beets-Damsté	Wilsum
Maria Hartgerink-Koomans	
Henri C.J.A. Mosmans C.ss.R	
Bruno B. Becker	Sint Petersburg
J.H. Broekman	
A. Brom	
P.W. Kamphuisen	Gouda
H.A. van Bakel	
Jo M. Sterck-Proot	
F.W. Grosheide	Amsterdam
G. Knop	Terschelling
David Kouwenaar	Amsterdam
D.E. Bosselaar	Utrecht
A.T. Vos	Appingedam
Louise Kaiser	Medemblik
Adriaan E.H. Swaen	Haarlem
W.J. Kooiman	
W.E. Boerman	Arnhem
J.H. Brouwer	Beetsterzwaag
Cor van der Lugt Melsert	
F.A. Le Poole	Leiden
Jacob Clay	Berkhout
Henri Mayer	Den Haag
F.J. du Toit Spies	Oranje Vrijstaat
F.B.J. Kuiper	Den Haag
Hendrik Wagenvoort	Barradeel (Friesland)
Abraham Rutgers van der Loeff	
Gerhard Sevenster	Beets
M.P. Vrij	Amsterdam
Johannes de Zwaan	
F.P. Huygens	
H.J.E. Endepols	Maastricht
J.L. Tadema	
Brocardus Meyer	
D.C. Tinbergen	Den Haag
M.E. Kronenberg	Deventer
A.C. van Waveren	Wijk bij Duurstede
S.J. van der Molen	Leeuwarden
W.F.J.M. Krul	
Gerard Ras	Utrecht
J.J. Kalma	Hantumhuizen
Chr.P. van Eeghen	Amsterdam
J.J. van Bolhuis	
P.J. Nienaber	Fauresmith (Prieska)
Arie Mout	Den Haag
H. de Buck	Oostkapelle
G.M. de Gelder	
P.H.G. van Gilse	Leer
J.W.J. Witsen Elias	Den Haag
D.P.M. Graswinckel	Utrecht
C.H. Lambermond	Nijmegen
H.J.J. Scholtens	Nuenen
J. Barten S.J.	
Willem van der Pluym	Zierikzee
C.J. Bleeker	Beneden Knijpe
H.E. Buiskool	Weerdinge
K.J. Riemens	Sliedrecht
T.S. Jansma	Amsterdam
P. Polman	Amsterdam
Rinske Visscher	Akkrum
W.R. Juynboll	
A.J. Sormani	
Alexander Sizoo	Gorinchem
A. Wassenbergh	
Gerrit Dekker	Pretoria
F.W.N. Hugenholtz	
R.A. Kern	
Cunibertus Sloots	Leiden
Hendrik Smitskamp	
M.A. Schwartz	Doetinchem
L.L. Hammerich	Kopenhagen
Onno Damsté	Leiden
S.J.R. de Monchy	Rotterdam
K. Fokkema	Leeuwarden
G.J. Sirks	
W. Roukens	Kerkrade
J.S. Schippers	
A.P. Grové	Potchefstroom
A.P. van Schilfgaarde	Den Haag
R.R. Post	Kloosterburen
M.E. Kluit	Utrecht
H.G. Cannegieter	Tzum
Frans Van Coetsem	Geraardsbergen
Maria Elisabeth Houtzager	
A.C. Bouman	Sommelsdijk
Rudolf Mengelberg	Krefeld
K.H. Miskotte	Utrecht
J.M.A.F. Smits van Waesberghe	Breda
T.J. Haarhoff	Paarl
G. Kazemier	Groningen
V.E. Korn	Den Haag
L. Brummel	Arnhem
M.J. Kloeke-van Lessen	
Margrit de Sablonière	
K.H.E. de Jong	Biebrich
J.F. Burger	
P.S. du Toit	Richmond
B.A. Vermaseren	Nijmegen
J.C. Winterink	Amsterdam
A.J. Veenendaal sr.	
A.H. van der Weel	Middelburg
Jan Tjittes Piebenga	Franeker
P.C. Boeren	Etten
F.L.W.M. Buisman-de Savornin Lohman	Amsterdam
K. Smits	
J.J. Buskes	Utrecht
Herman Gerrit Schulte Nordholt	
H. Hardenberg	
J.J. Poortman	Rotterdam
G.I. Lieftinck	Amsterdam
Johan de Meester jr.	Rotterdam
D.L. Daalder	Oosterend
S.P.E. Boshoff	Vaalbank
Frits Huël	Breda
Jan Ploeger	Noordbroek
G.P. van Itterzon	
W.C. Braat	Delft
A.J.J. de Witte	Roosendaal
E. Pelinck	
C.E. Pothast-Gimberg	Zutphen
Willem Schrickx	
G.S. Nienaber	Distrik Fauresmith
J.R. de Groot	Alkmaar
J.H. van den Berg	Deventer
H.A. Höweler	Amsterdam
J.C.P. Kats	Roermond?
Frits Lugt	
P.J.J. Diermanse	Den Haag
Willibrord Lampen	Alkmaar
F. van Lennep	
R.L. Plancke	Brugge
L.J.F. Wijsenbeek	
M.A. Beek	Ambt-Ommen
Max B. Teipe	
Hendrik Smilde	
K.Ph. Bernet Kempers	Nijkerk
J.J.M. Timmers	
I.Q. van Regteren Altena	
E. Schoenmaeckers	
P. Julius O.F.M. Cap.	
Dirk de Jong	Breda
Hans Edinga	Zeist
Jo Daan	Krommenie
M.A.P. Meilink-Roelofsz	
H.W. Meihuizen	Arnhem
Jean-Marie Gantois	Watten
A. Dirkzwager	
J. Bosch	
H. Draye	
R. Feenstra	Batavia
H.Th. Oostendorp	Zaandam
Ina Willekes McDonald	Haarlem
H.M. Mensonides	Breda
W.A. Nolet	Arnhem
Annie Versprille	Schoondijke
D.A. Tamminga	Winsum
H. Entjes	Ambt Rheine
Th. Nieuwenhuis	Noord Scharwoude
Daam Fockema	Leeuwarden
R.A.D. Renting	Winterswijk
J.U. Terpstra	Den Haag
Pieter Obbema	Sneek
Isabella Henriëtte van Eeghen	Amsterdam
Dina van Berlaer-Hellemans	
Hilda van Assche	Oudenaarde
G.W. Huygens	Rotterdam
H.T.J. Miedema	Heusden
Herman Balthazar	Gent
J.F. Heijbroek	
W.F. Lichtenauer	Rotterdam
A.F. Mellink	Amsterdam
S.A. Louw	
F.J. Snijman	Rietbron
Renaat Merecy	Antwerpen
H. Bonger	Amsterdam
Johan van der Woude	Groningen
J.A. Bornewasser	Voorst
Horst Gerson	Berlijn
Walter Thys	Antwerpen
G.A. van Riemsdijk	
P. Scherft	Jakarta
M.H. Schenkeveld	
W.J. Formsma	
Anna Jacoba Böeseken	Pretoria
Ernst van Heerden	Pearston (Oos-Kaap)
F.A. Holleman	Zutphen
Clasina Isings	
H.L.C. Jaffé	
Jan Cartens	Roosendaal
Tjaard W.R. de Haan	Den Haag
Kamiel Cooremans	
H.J. Prakke	Alphen a/d Rijn
Adriaan Verhulst	
B.A. Sijes	Amsterdam
Bernard Kemp	Hamont
B.H. Erné	Utrecht
Inez van Dullemen	Amsterdam
A. van Elslander	Gent
D.W. Bloemena	Enschede
J.Th. de Smidt	
S.B.J. Zilverberg	Amsterdam
T.T. Cloete	Vredefort
D. Nauta	Feerwerd
H. Berkhof	Appeltern
P. Spigt	Amsterdam
Harm Tjalling Waterbolk	Havelte
Gerda van Woudenberg	
W.P. Blockmans	
Frans van Isacker	Mechelen
F.R.J. Knetsch	Leiden
R.L.J. Bromberg	Den Haag
Sjeng Tans	Maastricht
R. Breugelmans	Rotterdam
Margreet Bruijn	Laren
Lyckle de Vries	
J.W. Oerlemans	Velsen
Antonie Maria Luyendijk-Elshout	Gorinchem
W.G. Noordegraaf	
Jan den Tex	Amsterdam
S.P. Wolfs	
N. Cramer	
W.A. Ornée	Groningen
Helen A. van den Berg-Noë	Semarang, Nederlands-Indie
H. Hoetink	
José de Mûelenaere	Ardooie
Oscar de Wit	Bandoeng (Java)
H.K. s' Jacob	
Kåre Langvik-Johannessen	Onsøy
E.J. van den Broecke-de Man	Yerseke
Annie Femmina Dekker	Koog aan de Zaan
A. Gruijs	
P.J. Koets	Macon (Georgia)
Klaas de Vries	
P.P.J. van Caspel	Amsterdam
W.J. van Hoboken	Amsterdam
Johan Ballegeer	Lissewege
J.G. Bruggeman	Den Haag
Elisabeth Keesing	Amsterdam
Caroline Rehorst-de Westenholz	Londen
A.Th. van Deursen	Groningen
Nop Maas	Hoensbroek
Bernt Luger	
Rob Tempelaars	
P. J. van Leeuwen	
C. Pama	
Jan J. van Herpen	Deventer
Klaas Iwema	
Willem de Blécourt	
C.C. de Bruin	Nijkerk
Martin Ros	
Ineke Bulte	
S.L. Verheus	Haarlem
F. van der Rhee	
Hendrik van Dijk	
F.C. Fensham	Heilbron
J.J. Huizinga	
Gerrit Jan Zwier	Leeuwarden
Marita Mathijsen	Belfeld
Frank Ligtvoet	
M. Stapert-Eggen	
L. Strengholt	Dordrecht
Majorie Bottenheim	Hilversum
Ares Koopman	
Dick E.H. de Boer	
P.P.V. van Moorsel	
Hans Werkman	Uithuizermeeden
Benno Barnard	Amsterdam
Jos Steegstra	
A.E. Kersten	
Ada Deprez	Oostende
J.E. Bogaers	
E.P. de Booy	
Hans Reeser	Amsterdam
Anne Wadman	Langweer
Wim Vermeer	
A. Leyns	
Maxim P.A.M. Kerkhof	
Rogi Wieg	Delft
L.J. de Ruiter	Zwolle
R.H. Pheiffer	
V.F. Vanacker	
Gerrit Valk	
F. van Elmbt	
Jan Brokken	Leiden
Willem Frijhoff	
J. Roelevink	
A.J.M. Linmans	
F.A. Brekelmans	Tilburg
Mart Janssonius	Godlinze
Willem Wilmink	Enschede
Wim de Bie	Den Haag
Peter J.A. Nissen	Swalmen
J.J.M. van Gent	Schipluiden
Hanna Blok	
J.C. Bedaux	
Willem G. van Maanen	Kampen
Joke Linders	
H. Duits	
M.G. Buist	Groningen
Johanna J.M. Meijers	
W.R.H. Koops	
Gé Vaartjes	Heerlen
Ph.H. Breuker	Schingen
S.N. Bakker	
M.C.A. van der Heijden	Oirschot
Joop van den Berg	Bondowoso, Java
Joost van der Vleuten	
P.B.M. Blaas	
Edwin Rabbie	Amsterdam
Peter van Beek	
Wilhelmina Christina Pieterse	
S. Groenveld	
Wolther Kassies	Oldenzaal
Ton Harmsen	Den Haag
Lieve Joris	Neerpelt
N.F. Streekstra	
Jaap de Moor	
J. Trapman	Voorburg
C.G. Santing	
G.H.M. Posthumus Meyjes	Amsterdam
Ingrid Moerman	
J. Gerritsen	Wildervank
Frans Claes	Webbekom
H.J.M. Nellen	Horst
Kees de Bakker	
Auke Jelsma	Amsterdam
K.J. Bostoen	
C. Augustijn	Rotterdam
A. de Groot	
Marijke Meijer Drees	
B.P.M. Dongelmans	Alphen a/d Rijn
Jan-Wouter Zwart	Oss
Ernestine van der Wall	Ermelo
G.R. Zondergeld	
Willem Mooijman	
A.E.M. Janssen	
Diederik Grit	
Hans Renders	Aarle
Jeanne Roos	Utrecht
Wim J. Simons	
Bart Jan Spruyt	Ridderkerk
E.P. Meijering	
Theo Verbeek	
A.M.L. van Wieringen	
G.W.B. Borrie	Bergen op Zoom
R.C.J. van Maanen	Utrecht
Geert Mak	Vlaardingen
Otto S. Lankhorst	
Rob van de Schoor	
A.D.A. Monna	
J. de Groot	
Ann Van Sevenant	Torhout
Eric M. Moormann	Boxmeer
Joan Hemels	
J.T. Bremer	
Marten Toonder	Rotterdam
Robert Lemm	Rotterdam
Arthur Japin	
Siegfried Huigen	
Cees Fasseur	Balikpapan
C. Moeyaert	Sint-Andries
Th.M. van Leeuwen	Delft
A. Maljaars	
Fred van Leeuwen	Maastricht
Robert van Amerongen	Alkmaar
Els Stronks	
Sal Tas	Amsterdam
Johan Valkhoff	Schiedam
J.P.B. Josselin de Jong	
Joseph Campbell	
Louk E. Roest Crollius-van Doorn	
Tjoe-Som Tjan	Jakarta
W. Cahn	
E. Lopes Cardozo	
S. Mok	
R. Hoetink	
A.J.W. Kaas	
J.C. van Broekhuizen	
M. Coutinho	
Hannah van Wieringen	Haarlem
G.H. Slotemaker de Bruine	Beilen
Dirk Jorritsma	
Arnold Jan Pieter Tammes	Groningen
Max Dendermonde	Winschoten
Jef Suys	Groningen
Henri Francois Técoz	
J. in 't Veld	
H.J. Hellema	
H. van Wieringen	
Hans Redeker	Oudenrijn
Raden Mas Djojowirono Soenito	Indonesië
Gerard Reve	Amsterdam
Henriëtte Mooy	
A.C. Willink	Amsterdam
Til Brugman	Amsterdam
Emile Gobée	Den Helder
Joke Moeljono	Indonesië
Marijn van Dantzig	
E.L. Levie	
Montanus	
S. Davids	
Ramón Gómez de la Serna	Spanje
Johannes de Graaf	
A.S. de Leeuw	Amsterdam
L. de Jong	Amsterdam
Jan van Lumey	Batavia
J.C.M. Kruisinga	
J.J. Poelhekke	Utrecht
U. Huber Noodt	Zierikzee
G.A. Watermeyer	
M. Sybr. Koops	
Lilo Linke	Berlijn
F.R.J. Verhoeven	
Louise Moor	Haarlem
Harriët Freezer	Den Haag
G. van den Bergh	Oss
Sjoerd van der Schaaf	Gorredijk
Gerrit Pleiter	
Nicolaas Wilhelmus Posthumus	Amsterdam
Paul Catz	Rotterdam
J.F. Engers	
H. Vos	
Cornelia Brinkman	Delft
J.M.C. Bouvy	Dordrecht
Fazil Bey	Akkon
Amr il Kaïs	
N. Krusemeyer-van Iersel	
Ph.C. van der Pant	
Joseph Leftwich	Zutphen
J.M.E.M.A. Zonnenberg	
Noegroho	
Thomas Mann	Lübeck
Norbert Loeser	Berlijn
Marcel Minnaert	Brugge
Bart Landheer	Rotterdam
Luuc Kooijmans	
Hieke de Jong	
Pearl S. Buck	Hillsboro, West Virginia
W.H. van Dobben	Weidum
Konstantínos Chatzópoulos	
J.L. Snethlage	
Hendrik de Waard	
Max Brod	Tsjechië
D.C. van der Poel	
Margarita Nelken	Madrid
Libbe van der Wal	Gorredijk
P.J. Stolk	
Pieter Minderhout	
T.H. Thung	
Bernard van Delfshaven	
A. Lemair	
Matthijs Bokhorst	Rotterdam
W.F. Heinemeijer	Amsterdam
Joseph Ismael	
R.J. Forbes	Breda
Jan Slagter	Woerden
B. Sluimers	
J. Haak	
Anthon van der Horst	
J.M. van Veen	
C.A. van Peursen	
E. Meyer-Brouwer	
Sk. Muljadi	Indonesië
Chairil Anwar	
P. Sengodjo	Indonesië
J.H. Willems	
Albert van Hoogenbemt	Mechelen
H. Nijhoff	
Strátis Myriwílis	
Netty van Kempen	
Hazil	
Hermann Kesten	
Marion Coulon	
Rico Bulthuis	Den Haag
G.M.S. Kranenburg Haan-Schmidt	
J. Landsheer	
Olaf J. de Landell	Cirebon (Java)
Arthur Constandse	
Damida Reynders	
E.H.F. van der Lely	
A.F. Coenen	
R. Cointre	
S. de Wolff	
Jac. de Graaf	
Jean Leclercq	
Willem Hussem	Rotterdam
Asrul Sani	
L.A.J. Torfs	
Coert Poort	Rotterdam
Fr. de Jong Edz.	
Klaas van der Geest	Schiermonnikoog
Andries Sörensen	
Rogier van den Gouden	
J.D.P. Warners	Heinkenszand
G.J. Renes	
J. de Boer	
Frits van Deventer	
Johan de Vries	
Rennie Elisabeth Veenstra	
Jan van Zutphen	
Willem de Geus	Den Haag
Renee	
J.P. Mazure	Rotterdam
Johan Betzema	
S. Kleerekoper	Amsterdam
Pablo Picasso	Málaga
P. Hoekstra	
Jan Fekkes	Groningen
F. van Sandwijk	
Pramudya Ananta Tur	Blora, Midden-Java
Guus Vleugel	Goes
Bertien Buyl	Ledeberg
Jórgos Theotokás	
Basuki Gunawan	Indonesië
Jan Pedroli	
Gila Dotan	
Johan van der Bol	
Cor Stutvoet	
Lorenz de Swaan	
W.H.C. Tenhaeff	
Dirk Jan van der Laan	Zwolle
Henk Holtrop	
Christine Meyling	Hengelo
Sietse van der Meulen	
E. Brongersma	
H. Meyers	
Tone Brulin	Antwerpen
Joris Vriamont	Lijsem
D.P. Blok	Oegstgeest
G. Mannoury	Wormerveer
Ti Woe	China
Po Tsjü I	China
Dzjen Tse Loeng	
Soendoro Tirtosiwojo	
Anton Jonckbloet	
Wim Kan	
Soedjatmoko	Sawahlunto
C.L. Kruithof	
F. van der Kooy	
Ichiro Ando	Japan
E. Rijgersberg	
Elizabeth van Stappen	
Insider	
L.F.A. Granberg	
I.F.M. Salim	
P. Valkenburgh	
W. Scheffer	
H.A. Tolhoek	
A. van Marle	
L. Sluimers	
Sake Helder	
A.K. Rottiers	Sint-Niklaas
Albert Kok	Singapore
Apie Prins	Heemstede
Herman Uyttersprot	Denderbelle
Herman van Poland	
J.C. Kamerbeek	
Elisabeth Siriks	
P.E.G. van Heyningen	
Tine Leiker-Kooijmans	Den Haag
Joh. Betzema	
Carlo Schmid	Perpignan
Jaap Kruithof	Antwerpen
Leo Peters	
Gabriel Celaya	Spanje
Garsiasol	Spanje
Luc van den Briele	Ieper
T.W.L. Scheltema	
Hugo Maron	
J.A. van der Vlis	
F.W. Michels	
H.P. Plantenga	
Helma Wolf-Catz	Nieuw en Sint Joosland
Hans Andreas Cornelius Roem	
